FID,OBJECTID,SHAPE,ADRESSE,ANDERE_BEZEICHNUNG,ART_DER_ORGANISATION,ART_DES_BAUWERKS,ART_DES_EREIGNISSES,ART_DES_OBJEKTS,BENANNT_NACH,BEZIRK,BEZIRK_TXT,DATUM_BIS,DATUM_VON,EINLAGEZAHL,FRUEHERE_BEZEICHNUNG,KATEGORIE,KATEGORIE_TXT,LAGE,NAME_SEIT,PAGEID,PROMINENTE_BEWOHNER,PROMINENTE_PERSONEN,SEITENNAME,STADTPLAN,WEBLINK1,SE_ANNO_CAD_DATA
KULTURWIKIOGD.283859,283859,POINT (16.37561371601881 48.210764461313296),"01., Fleischmarkt 10",,,Gebäude,,,,1,1,,,,,1,Bauwerke,,,43437,Bartolomeo Altomonte,,Rotenturmstraße 16,1,https://www.geschichtewiki.wien.gv.at/?curid=43437,
KULTURWIKIOGD.283860,283860,POINT (16.37421582460357 48.210339017148996),"01., Rotenturmstraße 17",,,Gebäude,,,,1,1,,1382,,,1,Bauwerke,,,33082,,,Rotenturmstraße 17,1,https://www.geschichtewiki.wien.gv.at/?curid=33082,
KULTURWIKIOGD.283861,283861,POINT (16.37421582460357 48.210339017148996),"01., Rotenturmstraße 17",,,Gebäude,,,,1,,,,,,1,bauwerke,,,43450,,,Rotenturmstraße 18,1,https://www.geschichtewiki.wien.gv.at/?curid=43450,
KULTURWIKIOGD.283862,283862,POINT (16.375745937159074 48.21105840256097),"01., Fleischmarkt 1",,,Gebäude,,,,1,,,,,,1,bauwerke,,,43851,,,Rotenturmstraße 20,1,https://www.geschichtewiki.wien.gv.at/?curid=43851,
KULTURWIKIOGD.283863,283863,POINT (16.37437300394397 48.21091452795959),"01., Bauernmarkt 22",Zu den drei Raben,,Gebäude,,,,1,1,,,,,1,bauwerke,,,33062,,,Rotenturmstraße 21,1,https://www.geschichtewiki.wien.gv.at/?curid=33062,
KULTURWIKIOGD.283864,283864,POINT (16.37597473650335 48.211311661006796),"01., Griechengasse 2",,,Gebäude,,,,1,1,,1945,,Zur goldenen Sonne,1,Bauwerke,,,44470,,,Rotenturmstraße 22,1,https://www.geschichtewiki.wien.gv.at/?curid=44470,
KULTURWIKIOGD.283865,283865,POINT (16.37525923142278 48.211190049753895),"01., Rabensteig 2",,,Gebäude,,,,1,,,,,,1,bauwerke,,,33061,,,Rotenturmstraße 23,1,https://www.geschichtewiki.wien.gv.at/?curid=33061,
KULTURWIKIOGD.283866,283866,POINT (16.37628743919623 48.21166048706953),"01., Franz-Josefs-Kai 23",,,Gebäude,,,,1,,,,,,1,bauwerke,,,44516,"Tobias Pock,Stella Kadmon,Wilhelm Fraenkel",,Rotenturmstraße 24,1,https://www.geschichtewiki.wien.gv.at/?curid=44516,
KULTURWIKIOGD.283867,283867,POINT (16.37574252284632 48.21151534682528),"01., Rotenturmstraße 27",Zum goldenen Kreuz,,Gebäude,,,,1,1,,1355,,,1,Bauwerke,,,33545,,,Rotenturmstraße 27,1,https://www.geschichtewiki.wien.gv.at/?curid=33545,
KULTURWIKIOGD.283868,283868,POINT (16.375859552635113 48.211649214692436),"01., Rotenturmstraße 29",,,Gebäude,,,,1,1,,1534,,Zum Schabenrüssel,1,Bauwerke,,,33057,Maria Theresia Paradis,,Rotenturmstraße 29,1,https://www.geschichtewiki.wien.gv.at/?curid=33057,
KULTURWIKIOGD.284097,284097,POINT (16.376606506236673 48.2093285349878),"01., Sonnenfelsgasse 15",,,Gebäude,,,,1,1,,,,,1,Bauwerke,,,45231,,,Schönlaterngasse 1,1,https://www.geschichtewiki.wien.gv.at/?curid=45231,
KULTURWIKIOGD.284098,284098,POINT (16.37806373038143 48.20795043694497),"01., Wollzeile 33",,,Gebäude,,,,1,,,,,,1,bauwerke,,,45535,,,Schönlaterngasse 10-12,1,https://www.geschichtewiki.wien.gv.at/?curid=45535,
KULTURWIKIOGD.284099,284099,POINT (16.378060589290158 48.2093740579267),"01., Schönlaterngasse 11",,,Gebäude,,,,1,1,,,,,1,bauwerke,,,45244,,,Schönlaterngasse 11,1,https://www.geschichtewiki.wien.gv.at/?curid=45244,
KULTURWIKIOGD.284100,284100,POINT (16.378381811662003 48.2094458855073),"01., Schönlaterngasse 13",,,Gebäude,,,,1,1,,1880,,,1,Bauwerke,,,45301,,,Schönlaterngasse 13,1,https://www.geschichtewiki.wien.gv.at/?curid=45301,
KULTURWIKIOGD.284101,284101,POINT (16.378381811662003 48.2094458855073),"01., Schönlaterngasse 13",,,Gebäude,,,,1,1,,,,,1,Bauwerke,,,45307,,,Schönlaterngasse 15,1,https://www.geschichtewiki.wien.gv.at/?curid=45307,
KULTURWIKIOGD.284102,284102,POINT (16.376924142558796 48.209292899460735),"01., Sonnenfelsgasse 17",,,Gebäude,,,,1,1,,,,,1,Bauwerke,,,45316,,,Schönlaterngasse 2,1,https://www.geschichtewiki.wien.gv.at/?curid=45316,
KULTURWIKIOGD.284103,284103,POINT (16.377147055519416 48.20942268144905),"01., Schönlaterngasse 4",,,Gebäude,,,,1,1,,,,,1,Bauwerke,,,45317,,,Schönlaterngasse 4,1,https://www.geschichtewiki.wien.gv.at/?curid=45317,
KULTURWIKIOGD.284104,284104,POINT (16.377619814829956 48.20954131133381),"01., Schönlaterngasse 7A",,,Gebäude,,,,1,1,,,,,1,Bauwerke,,,45241,,,Schönlaterngasse 7A,1,https://www.geschichtewiki.wien.gv.at/?curid=45241,
KULTURWIKIOGD.284105,284105,POINT (16.377502115569044 48.20924448911204),"01., Schönlaterngasse 8",,,Gebäude,,,,1,1,,,,,1,Bauwerke,,,45319,Josef Dietrich,,Schönlaterngasse 8,1,https://www.geschichtewiki.wien.gv.at/?curid=45319,
KULTURWIKIOGD.284106,284106,POINT (16.420702346085758 48.22576767829073),"22., Am Kaisermühlendamm 55-61/7",,,Gebäude,,,Schüttau,22,,,,,,1,bauwerke,,,14469,,,Schüttauhof,1,https://www.geschichtewiki.wien.gv.at/?curid=14469,
KULTURWIKIOGD.284107,284107,POINT (16.524438657936535 48.21572486721908),"22., Simonsgasse 16",,,Gebäude,,,,22,22,,,,,1,Bauwerke,,,14500,,,Schüttkasten,1,https://www.geschichtewiki.wien.gv.at/?curid=14500,
KULTURWIKIOGD.284108,284108,POINT (16.37264234719393 48.217812131783475),"02., Obere Donaustraße 26",,,Gebäude,,,,2,2,,1904,,,1,Bauwerke,,,14540,,,Schützenhaus,1,https://www.geschichtewiki.wien.gv.at/?curid=14540,
KULTURWIKIOGD.284109,284109,POINT (16.378387251324003 48.205271609766115),"01., Parkring 12",,,Gebäude,,,Hl. Sebastian,1,,,,,,1,bauwerke,,,15317,,,Sebastianspital,1,https://www.geschichtewiki.wien.gv.at/?curid=15317,
KULTURWIKIOGD.284110,284110,POINT (16.365897182119156 48.20038719472972),"01., Friedrichstraße 12",,,Gebäude,,,,1,1,,1897,,,1,Bauwerke,,,42343,,,Secession (Gebäude),1,https://www.geschichtewiki.wien.gv.at/?curid=42343,
KULTURWIKIOGD.284111,284111,POINT (16.327098630111816 48.18434136192138),"15., Pillergasse 15-17/1",,,Gebäude,,,Sechshaus (Vorort),15,15,,,,,1,Bauwerke,,,40500,,,Sechshauser-Hof,1,https://www.geschichtewiki.wien.gv.at/?curid=40500,
KULTURWIKIOGD.284112,284112,POINT (16.342804786161707 48.210617016819846),"08., Josefstädter Straße 85/1",,,Gebäude,,,,8,8,,1874,,,1,Bauwerke,,,15429,,,Sechsschimmel-Hof,1,https://www.geschichtewiki.wien.gv.at/?curid=15429,
KULTURWIKIOGD.284113,284113,POINT (16.369801750109392 48.206577472674134),"01., Plankengasse 4",,,Gebäude,,,,1,1,,1503,,,1,Bauwerke,,,15467,Franz Grillparzer,,Seckauer Hof,1,https://www.geschichtewiki.wien.gv.at/?curid=15467,
KULTURWIKIOGD.284364,284364,POINT (16.37278218234607 48.209935690593994),"01., Bauernmarkt 12",,,Gebäude,,,Samuel Schein,1,1,,1895,,"""Zur weißen Taube""",1,Bauwerke,,,6996,,,Teppichhaus Samuel Schein,1,https://www.geschichtewiki.wien.gv.at/?curid=6996,
KULTURWIKIOGD.284365,284365,POINT (16.319897797716383 48.12750731383429),"23., Triester Straße 342",,,Gebäude,,,,23,,,,,,1,bauwerke,,,23823,,,Teufelsmühle,1,https://www.geschichtewiki.wien.gv.at/?curid=23823,
KULTURWIKIOGD.284366,284366,POINT (16.337821245282306 48.20839642691287),"16., Lerchenfelder Gürtel 35",,,Gebäude,,,Thaliatheater,16,16,,,,,1,bauwerke,,,23856,,,Thaliahof,1,https://www.geschichtewiki.wien.gv.at/?curid=23856,
KULTURWIKIOGD.284367,284367,POINT (16.336293771795244 48.209895872443155),"16., Grundsteingasse 20",,,Gebäude,,,,16,16,,1883,,,1,Bauwerke,,,23859,,,Thaliasäle,1,https://www.geschichtewiki.wien.gv.at/?curid=23859,
KULTURWIKIOGD.284368,284368,POINT (16.337681593422243 48.208555338408765),"16., Lerchenfelder Gürtel 35",,,Gebäude,,,,16,,,,,,1,bauwerke,,,23872,,,Thaliatheater,1,https://www.geschichtewiki.wien.gv.at/?curid=23872,
KULTURWIKIOGD.284369,284369,POINT (16.372944028161065 48.20710386731212),"01., Weihburggasse 9",,,Gebäude,,,,1,1,,,,,1,bauwerke,,,23905,,,Theater am Parkring,1,https://www.geschichtewiki.wien.gv.at/?curid=23905,
KULTURWIKIOGD.284370,284370,POINT (16.36424577104759 48.199399889509166),"06., Linke Wienzeile NEBEN 6 THEATER AN DER WIEN",,,Gebäude,,,,6,,,,,,2,organisationen,,,23916,,,Theater an der Wien,1,https://www.geschichtewiki.wien.gv.at/?curid=23916,
KULTURWIKIOGD.284371,284371,POINT (16.389313180836048 48.20136753228257),"03., Rochusgasse 12",,,Gebäude,,,,3,3,,1790,,,1,Bauwerke,,,23926,,,Theater auf der Landstraße,1,https://www.geschichtewiki.wien.gv.at/?curid=23926,
KULTURWIKIOGD.284372,284372,POINT (16.35462761218162 48.208891273209325),"08., Auerspergstraße 17",,,Gebäude,,,,8,8,,1979,,,1,Bauwerke,,,23931,,,Theater beim Auersperg,1,https://www.geschichtewiki.wien.gv.at/?curid=23931,
KULTURWIKIOGD.284373,284373,POINT (16.365078446035145 48.199862112146626),"06., Linke Wienzeile 4/1",,,Gebäude,,,,6,6,,1848,,,1,Bauwerke,,,23959,,,Theater der 49,1,https://www.geschichtewiki.wien.gv.at/?curid=23959,
KULTURWIKIOGD.284374,284374,POINT (16.380256167559637 48.20786157166247),"01., Biberstraße 2",,,Gebäude,,,,1,2,,1931,,,1,Bauwerke,,,23946,,,Theater der Courage,1,https://www.geschichtewiki.wien.gv.at/?curid=23946,
KULTURWIKIOGD.284375,284375,POINT (16.34939129763778 48.2013603900703),"07., Neubaugasse 36/1",,,Gebäude,,,,7,,,,,,1,bauwerke,,,23949,,,Theater der Jugend,1,https://www.geschichtewiki.wien.gv.at/?curid=23949,
KULTURWIKIOGD.284376,284376,POINT (16.371521136967605 48.20049711271863),"01., Karlsplatz 5",,,Gebäude,,,,1,1,,1861,,,1,Bauwerke,,,23970,,,Theater im Künstlerhaus,1,https://www.geschichtewiki.wien.gv.at/?curid=23970,
KULTURWIKIOGD.284377,284377,POINT (16.372944028161065 48.20710386731212),"01., Weihburggasse 9",,,Gebäude,,,,1,1,,,,,1,Bauwerke,,,23974,,,Theater im Zentrum,1,https://www.geschichtewiki.wien.gv.at/?curid=23974,
KULTURWIKIOGD.284378,284378,POINT (16.293217543546582 48.23179189799468),"17., Dornbacher Straße 101",,,Gebäude,,,,17,17,,1866,,,1,Bauwerke,,,23991,,,Theater in Dornbach,1,https://www.geschichtewiki.wien.gv.at/?curid=23991,
KULTURWIKIOGD.284379,284379,POINT (16.352071303439864 48.24270976664007),"19., Hofzeile 14/1",,,Gebäude,,,,19,19,,1726,,,1,Bauwerke,,,23990,,,Theater in Döbling,1,https://www.geschichtewiki.wien.gv.at/?curid=23990,
KULTURWIKIOGD.284380,284380,POINT (16.30413444619252 48.189587605928196),"14., Nisselgasse 17",,,Gebäude,,,,14,14,,,,,1,Bauwerke,,,24000,,,Theater in Penzing,1,https://www.geschichtewiki.wien.gv.at/?curid=24000,
KULTURWIKIOGD.284381,284381,POINT (16.350939490518698 48.20949381313043),"08., Josefstädter Straße 26(THEATER I.D.JOSEFST.)",,,Gebäude,,,,8,8,,1788,,,1,Bauwerke,,,23984,,,Theater in der Josefstadt,1,https://www.geschichtewiki.wien.gv.at/?curid=23984,
KULTURWIKIOGD.283605,283605,POINT (16.369321523850203 48.21085485723064),"01., Schulhof 2",Uhrenmuseum,,Gebäude,,,,1,1,,1421,,,1,Bauwerke,,,23402,,,Obizzipalais,1,https://www.geschichtewiki.wien.gv.at/?curid=23402,
KULTURWIKIOGD.283606,283606,POINT (16.374369071212218 48.2065446549629),"01., Franziskanerplatz 3",Zur blauen Lilie,,Gebäude,,,Stefan Oeler,1,1,,1380,,,1,Bauwerke,,,45861,,,Oellerisches Stiftungshaus,1,https://www.geschichtewiki.wien.gv.at/?curid=45861,
KULTURWIKIOGD.283607,283607,POINT (16.35656120047135 48.196846191418025),"06., Linke Wienzeile 58",,,Gebäude,,,"Vincenz Oeser,Anna Oeser",6,6,,1902,,,1,Bauwerke,,,40396,,,Oeser-Hof,1,https://www.geschichtewiki.wien.gv.at/?curid=40396,
KULTURWIKIOGD.283608,283608,POINT (16.374455747342093 48.200469550030455),"01., Schwarzenbergplatz VOR 15 STAENDE",Sorgenburg,,Gebäude,,,Viktor Ofenheim,1,4,,1868,,,1,Bauwerke,,,24476,,,Ofenheimpalais,1,https://www.geschichtewiki.wien.gv.at/?curid=24476,
KULTURWIKIOGD.283609,283609,POINT (16.383263054917183 48.15223931149817),"10., Ada-Christen-Gasse 2/1B(HAUS D.BEGEGNUNG)",,,Gebäude,,,Olof Palme,10,10,,1972,,,1,Bauwerke,,,24789,,,Olof-Palme-Hof,1,https://www.geschichtewiki.wien.gv.at/?curid=24789,
KULTURWIKIOGD.283610,283610,POINT (16.36623852794523 48.20277956327649),"01., Opernring 15",,,Gebäude,,,Opernring,1,,,,,,1,bauwerke,,,25279,,,Opernringhof,1,https://www.geschichtewiki.wien.gv.at/?curid=25279,
KULTURWIKIOGD.283611,283611,POINT (16.361953174629242 48.211751933738554),"01., Oppolzergasse 4",,,Gebäude,,,,1,1,,1873,,,1,Bauwerke,,,45733,,,Oppolzergasse 4,1,https://www.geschichtewiki.wien.gv.at/?curid=45733,
KULTURWIKIOGD.283612,283612,POINT (16.361798374753636 48.21162444533621),"01., Oppolzergasse 6",Palais Lieben-Auspitz,,Gebäude,,,,1,1,,1872,,,1,Bauwerke,,,45734,,,Oppolzergasse 6,1,https://www.geschichtewiki.wien.gv.at/?curid=45734,
KULTURWIKIOGD.283613,283613,POINT (16.35016610623665 48.21485186198161),"08., Alser Straße 25",,,Gebäude,,,"Johann Oppolzer,Theodor von Oppolzer",8,8,,1802,,,1,Bauwerke,,,25416,,,Oppolzerhaus,1,https://www.geschichtewiki.wien.gv.at/?curid=25416,
KULTURWIKIOGD.283614,283614,POINT (16.38039457179729 48.196904040254715),"03., Rennweg 6A",Pomeranzenhaus,,Gebäude,,,,3,3,,1714,,,1,Bauwerke,,,43070,,,Orangerie (Belvedere),1,https://www.geschichtewiki.wien.gv.at/?curid=43070,
KULTURWIKIOGD.283615,283615,POINT (16.375241158466014 48.2095465534117),"01., Bäckerstraße 1",,,Gebäude,,,,1,,,,,,1,bauwerke,,,25528,,,Orendi,1,https://www.geschichtewiki.wien.gv.at/?curid=25528,
KULTURWIKIOGD.283616,283616,POINT (16.375824812487107 48.21092122941641),"01., Fleischmarkt 1",Residenzpalast,,Gebäude,,,Orendi,1,"1,2",,1909,,,1,Bauwerke,,,40397,,,Orendi-Hof,1,https://www.geschichtewiki.wien.gv.at/?curid=40397,
KULTURWIKIOGD.283617,283617,POINT (16.365987467211664 48.2024994911851),"01., Elisabethstraße 14",,,Gebäude,,,,1,1,,,,,1,Bauwerke,,,25999,,,Orpheum,1,https://www.geschichtewiki.wien.gv.at/?curid=25999,
KULTURWIKIOGD.283618,283618,POINT (16.36145920336886 48.18275017954099),"05., Gassergasse 44(SCHULE)",,,Gebäude,,,,5,,,,,,2,organisationen,,,6232,,,Orthopädisches Spital,1,https://www.geschichtewiki.wien.gv.at/?curid=6232,
KULTURWIKIOGD.283619,283619,POINT (16.28106857055494 48.16393631871328),"13., Speisinger Straße 109 Portier",,,Gebäude,,,,13,,,,,,2,organisationen,,,6026,,,Orthopädisches Spital Speising,1,https://www.geschichtewiki.wien.gv.at/?curid=6026,
KULTURWIKIOGD.283604,283604,POINT (16.370567781415392 48.206723564275975),"01., Seilergasse 15",Kurcafé-Konditorei Wien-Oberlaa,,Gebäude,,,,1,1,,1770,,Hofschmiedhaus,1,Bauwerke,,,23234,,,Oberlaaer Stadthaus,1,https://www.geschichtewiki.wien.gv.at/?curid=23234,
KULTURWIKIOGD.283869,283869,POINT (16.37413506489818 48.20939107340091),"01., Wollzeile 1-3","Finanzlandesdirektion für Wien, Niederösterreich,Burgenland",,Gebäude,,,,1,,,,,,1,bauwerke,,,42789,"Rudolf Angerfelder,Georg Simon Sina,Dorothea Rabutin",,Rotenturmstraße 4,1,https://www.geschichtewiki.wien.gv.at/?curid=42789,
KULTURWIKIOGD.283870,283870,POINT (16.37312750456009 48.20947539899735),"01., Rotenturmstraße 5-9",,,Gebäude,,,,1,1,,1399,,"Zur silbernen Kugel,Zum silbernen Schiff",1,Bauwerke,,,33227,,,Rotenturmstraße 5-9,1,https://www.geschichtewiki.wien.gv.at/?curid=33227,
KULTURWIKIOGD.283871,283871,POINT (16.374381521172758 48.20988705502519),"01., Lugeck 7",,,Gebäude,,,,1,1,,,,,1,bauwerke,,,42821,,,Rotenturmstraße 6,1,https://www.geschichtewiki.wien.gv.at/?curid=42821,
KULTURWIKIOGD.283872,283872,POINT (16.37515732053467 48.211824193018536),"01., Franz-Josefs-Kai 27",,,Gebäude,,,,1,1,,1980,,,1,Bauwerke,,,14288,,,Roter Engel,1,https://www.geschichtewiki.wien.gv.at/?curid=14288,
KULTURWIKIOGD.283873,283873,POINT (16.366745454500823 48.17510822936939),"10., Herzgasse 42/1",,,Gebäude,,,Fassadenfarbe,10,10,,,,,1,Bauwerke,,,40441,,,Roter Hof (10),1,https://www.geschichtewiki.wien.gv.at/?curid=40441,
KULTURWIKIOGD.283874,283874,POINT (16.420408951244806 48.17144918856961),"11., Mautner-Markhof-Gasse 75",,,Gebäude,,,,11,11,,,,,1,Bauwerke,,,40442,,,Roter Hof (11),1,https://www.geschichtewiki.wien.gv.at/?curid=40442,
KULTURWIKIOGD.283875,283875,POINT (16.275862568919443 48.18346125570552),"13., Horeischygasse 3",,,Gebäude,,,Roter Berg,13,,,,,,1,bauwerke,,,40443,,,Roterberghof,1,https://www.geschichtewiki.wien.gv.at/?curid=40443,
KULTURWIKIOGD.283876,283876,POINT (16.304324069527947 48.21858375136713),"16., Weiskerngasse 41",,,Gebäude,,,Flurnamen,16,16,,1912,,,1,Bauwerke,,,40446,,,Roterdhof,1,https://www.geschichtewiki.wien.gv.at/?curid=40446,
KULTURWIKIOGD.283877,283877,POINT (16.3562055984109 48.21652737783591),"09., Schwarzspanierstraße 11",,,Gebäude,,,,9,,,,,,1,bauwerke,,,29017,,,Rotes Haus,1,https://www.geschichtewiki.wien.gv.at/?curid=29017,
KULTURWIKIOGD.283878,283878,POINT (16.374560269005485 48.21105439915661),"01., Bauernmarkt 24",,,Gebäude,,,,1,,,,,,1,bauwerke,,,33503,,,Rotgasse 11,1,https://www.geschichtewiki.wien.gv.at/?curid=33503,
KULTURWIKIOGD.283879,283879,POINT (16.3720531877179 48.2087070487348),"01., Jasomirgottstraße 1",,,Gebäude,,,,1,1,,,,,1,Bauwerke,,,29035,,,Rothbergers Warenhaus,1,https://www.geschichtewiki.wien.gv.at/?curid=29035,
KULTURWIKIOGD.283880,283880,POINT (16.39147998135899 48.137606967678195),"10., Hintere Liesingbachstraße 14-16/B4",,,Gebäude,,,,10,10,,,,,1,Bauwerke,,,29049,,,Rothneusiedler Schloss,1,https://www.geschichtewiki.wien.gv.at/?curid=29049,
KULTURWIKIOGD.283881,283881,POINT (16.378260317625617 48.19290907581439),"04., Prinz-Eugen-Straße 40",,,Gebäude,,,,4,4,,,,,1,Bauwerke,,,29174,,,Rothschildpalais,1,https://www.geschichtewiki.wien.gv.at/?curid=29174,
KULTURWIKIOGD.283882,283882,POINT (16.375320783617962 48.19419866320324),"04., Plößlgasse 2",Palais Albert Rothschild,,Gebäude,,,Albert Rothschild,4,4,,1876,"Wieden, EZ 229",,1,Bauwerke,,,46343,"Albert Rothschild,Louis Nathaniel Rothschild",,"Rothschildpalais (4, Prinz-Eugen-Straße 20-22)",1,https://www.geschichtewiki.wien.gv.at/?curid=46343,
KULTURWIKIOGD.283883,283883,POINT (16.375627014799015 48.19239820937087),"04., Theresianumgasse 16-18(HEIM)",Palais Nathaniel Rothschild,,Gebäude,,,Nathaniel Mayer Anselm Rothschild,4,4,,1871,"Wieden, EZ 810",,1,Bauwerke,,,46344,"Nathaniel Mayer Anselm Rothschild,Alphonse von Rothschild",,"Rothschildpalais (4, Theresianumgasse)",1,https://www.geschichtewiki.wien.gv.at/?curid=46344,
KULTURWIKIOGD.283884,283884,POINT (16.375071792289933 48.20710487354155),"01., Grünangergasse 10",,,Gebäude,,,Grafen Rottal,1,1,,1750,,,1,Bauwerke,,,29627,Wilhelm Rollinger,,Rottalpalais,1,https://www.geschichtewiki.wien.gv.at/?curid=29627,
KULTURWIKIOGD.284115,284115,POINT (16.328945040986934 48.159168618597086),"12., Lichtensterngasse 4 Pfarre/Kirche",Hl. Franz von Assisi,,Gebäude,,,,12,12,,,,,1,Bauwerke,,,15562,,,Seelsorgezentrum,1,https://www.geschichtewiki.wien.gv.at/?curid=15562,
KULTURWIKIOGD.284116,284116,POINT (16.414647086061475 48.230382853172),"22., Wagramer Straße 2",Hochhaus Neue Donau,,Gebäude,,,,22,22,,,,,1,Bauwerke,,,29769,,,Seidler-Turm,1,https://www.geschichtewiki.wien.gv.at/?curid=29769,
KULTURWIKIOGD.284117,284117,POINT (16.378435853909043 48.21819477950862),"02., Große Sperlgasse 24",,,Gebäude,,,Seifensieder Adam Wolfinger,2,,,,,,1,bauwerke,,,16038,,,Seifensiederhaus,1,https://www.geschichtewiki.wien.gv.at/?curid=16038,
KULTURWIKIOGD.284118,284118,POINT (16.37017424903349 48.20712360842642),"01., Göttweihergasse 1",,,Gebäude,,,,1,,,,,,1,bauwerke,,,44616,"Johannes Fuchsmagen,Otto Wagner",,Seilergasse 12,1,https://www.geschichtewiki.wien.gv.at/?curid=44616,
KULTURWIKIOGD.284119,284119,POINT (16.370365371922155 48.206832802063545),"01., Seilergasse 14",,,Gebäude,,,,1,,,,,,1,bauwerke,,,44621,"Giacomo Girolamo Casanova,Gotthold Ephraim Lessing",,Seilergasse 14,1,https://www.geschichtewiki.wien.gv.at/?curid=44621,
KULTURWIKIOGD.284120,284120,POINT (16.36988632291307 48.206702003352746),"01., Plankengasse 4",,,Gebäude,,,,1,1,,,,,1,Bauwerke,,,44624,,,Seilergasse 16,1,https://www.geschichtewiki.wien.gv.at/?curid=44624,
KULTURWIKIOGD.284121,284121,POINT (16.37010021794545 48.20646398067116),"01., Plankengasse 4",,,Gebäude,,,,1,,,,,,1,bauwerke,,,44628,,,Seilergasse 18,1,https://www.geschichtewiki.wien.gv.at/?curid=44628,
KULTURWIKIOGD.284122,284122,POINT (16.37111708935005 48.207485210228334),"01., Seilergasse 3",,,Gebäude,,,,1,1,,1895,,,1,Bauwerke,,,46436,,,Seilergasse 3,1,https://www.geschichtewiki.wien.gv.at/?curid=46436,
KULTURWIKIOGD.284123,284123,POINT (16.370918491413875 48.20766252617019),"01., Seilergasse 4",,,Gebäude,,,,1,1,,1875,,,1,Bauwerke,,,44477,,,Seilergasse 4,1,https://www.geschichtewiki.wien.gv.at/?curid=44477,
KULTURWIKIOGD.284124,284124,POINT (16.370718074138185 48.207339012224374),"01., Seilergasse 8",,,Gebäude,,,,1,1,,,,,1,bauwerke,,,44507,,,Seilergasse 8,1,https://www.geschichtewiki.wien.gv.at/?curid=44507,
KULTURWIKIOGD.284125,284125,POINT (16.37579060395 48.20583568964769),"01., Seilerstätte 10/1",Zum Türken,,Gebäude,,,,1,1,,1790,,,1,Bauwerke,,,46886,,,Seilerstätte 10,1,https://www.geschichtewiki.wien.gv.at/?curid=46886,
KULTURWIKIOGD.284126,284126,POINT (16.37456769543212 48.20480908449958),"01., Seilerstätte 11",,,Gebäude,,,,1,1,,1872,,,1,Bauwerke,,,46862,,,Seilerstätte 11,1,https://www.geschichtewiki.wien.gv.at/?curid=46862,
KULTURWIKIOGD.284127,284127,POINT (16.374439168804535 48.204567660531744),"01., Seilerstätte 13",,,Gebäude,,,,1,1,,1874,,,1,Bauwerke,,,46864,,,Seilerstätte 13,1,https://www.geschichtewiki.wien.gv.at/?curid=46864,
KULTURWIKIOGD.284128,284128,POINT (16.37405233557227 48.20413980345654),"01., Seilerstätte 15",,,Gebäude,,,,1,1,,1893,,Versatzamtsstadel,1,Bauwerke,,,46866,Joseph Haydn,,Seilerstätte 15,1,https://www.geschichtewiki.wien.gv.at/?curid=46866,
KULTURWIKIOGD.284129,284129,POINT (16.37385176051023 48.20397565404531),"01., Seilerstätte 17",,,Gebäude,,,,1,1,,1818,,,1,Bauwerke,,,46869,,,Seilerstätte 17,1,https://www.geschichtewiki.wien.gv.at/?curid=46869,
KULTURWIKIOGD.284130,284130,POINT (16.373401076144056 48.2036055519549),"01., Schwarzenbergstraße 1-3",Palais Auspitz,,Gebäude,,,,1,1,,1892,,,1,Bauwerke,,,46877,"Ludwig van Beethoven,Joseph Haydn,Norbert Bischoff von Klammstein",,Seilerstätte 21,1,https://www.geschichtewiki.wien.gv.at/?curid=46877,
KULTURWIKIOGD.284114,284114,POINT (16.378914633212293 48.20962573145925),"01., Postgasse 8A",,,Gebäude,,,,1,1,,,,,1,Bauwerke,,,15558,,,Seelhaus,1,https://www.geschichtewiki.wien.gv.at/?curid=15558,
KULTURWIKIOGD.284396,284396,POINT (16.37141807292132 48.20691854777568),"01., Kupferschmiedgasse 2",Eisernes Haus,,Gebäude,,,Michael Thonet,1,,,,,Zu den drei Hasen,1,bauwerke,,,24237,,,Thonethaus,1,https://www.geschichtewiki.wien.gv.at/?curid=24237,
KULTURWIKIOGD.284397,284397,POINT (16.372890022880263 48.20927924425186),"01., Rotenturmstraße 1-3",Kennedyhof,,Gebäude,,,,1,,,,,,1,bauwerke,,,24238,,,Thonethof,1,https://www.geschichtewiki.wien.gv.at/?curid=24238,
KULTURWIKIOGD.284398,284398,POINT (16.398684891745265 48.204984184435084),"02., Schüttelstraße 57",,,Gebäude,,,Thugutstraße,2,2,,1885,,,1,Bauwerke,,,40561,,,Thuguthof,1,https://www.geschichtewiki.wien.gv.at/?curid=40561,
KULTURWIKIOGD.284399,284399,POINT (16.30815083115543 48.16586937932162),"12., Hetzendorfer Straße 79",Hetzendorfer Schloß,,Gebäude,,,Franz Sigismund Graf Thun,12,12,,1694,,,1,Bauwerke,,,40562,,,Thunhof,1,https://www.geschichtewiki.wien.gv.at/?curid=40562,
KULTURWIKIOGD.284400,284400,POINT (16.36578808384969 48.18922918221667),"04., Wiedner Hauptstraße 71",,,Gebäude,,,,4,,,,,,1,bauwerke,,,24409,,,Thurn-Valsassina-Palais,1,https://www.geschichtewiki.wien.gv.at/?curid=24409,
